c_occu_jail,c_occu_wr,c_occu_hd,c_vio,ocp_jl_low_los,ocp_jl_total,ocp_wr_low_los,ocp_wr_total,ocp_hd_low_los,ocp_hd_total,class_mild,need,placement
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,185,133,150,182,182,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,186,131,151,190,190,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,201,122,151,189,189,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,123,207,110,151,196,196,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,120,210,106,151,204,204,0,1,jail
