c_occu_jail,c_occu_wr,c_occu_hd,c_vio,ocp_jl_low_los,ocp_jl_total,ocp_wr_low_los,ocp_wr_total,ocp_hd_low_los,ocp_hd_total,class_mild,need,placement
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,137,137,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,138,138,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,139,139,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,140,140,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,141,141,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,142,142,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,143,143,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,144,144,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,145,145,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,146,146,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,198,149,286,147,147,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,88,198,142,286,148,148,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,89,199,142,286,148,148,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,90,200,142,286,148,148,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,91,201,142,286,148,148,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,148,148,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,149,149,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,150,150,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,151,151,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,152,152,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,153,153,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,202,142,286,154,154,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,90,202,136,277,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,91,203,136,277,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,204,136,277,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,93,205,136,277,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,94,206,136,277,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,136,277,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,137,278,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,138,279,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,139,280,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,140,281,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,141,282,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,142,283,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,143,284,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,207,144,285,155,155,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,94,209,133,284,154,154,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,210,133,284,154,154,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,96,211,133,284,154,154,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,97,212,133,284,154,154,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,133,284,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,134,285,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,135,286,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,136,287,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,137,288,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,138,289,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,98,213,139,290,154,154,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,92,211,134,291,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,93,212,134,291,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,94,213,134,291,155,155,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,155,155,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,156,156,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,157,157,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,158,158,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,159,159,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,160,160,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,161,161,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,162,162,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,134,291,163,163,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,95,214,126,280,164,164,0,1,jail
