,ocp_jl,ocp_wr,ocp_hd  ,class_mild,need,placement
0,178,142,139,0,1,work release
1,178,142,139,0,1,work release
2,178,142,139,0,0,work release
3,178,142,139,0,0,work release
4,178,142,139,1,1,work release
5,178,142,139,1,1,work release
6,178,142,139,1,1,work release
7,178,142,139,1,0,work release
8,178,142,139,1,0,work release
9,178,142,139,1,0,work release
10,178,142,139,1,0,work release
11,178,142,139,1,0,work release
12,178,142,139,1,0,work release
13,178,142,139,1,0,work release
14,178,142,139,1,0,work release
15,178,142,139,1,0,work release
16,178,142,139,1,0,work release
17,178,142,139,1,0,work release
18,178,155,139,0,1,home detention
19,178,155,139,0,1,home detention
20,178,155,139,0,1,home detention
21,178,155,139,0,0,jail
22,178,155,139,1,1,jail
23,178,155,139,1,1,home detention
24,178,155,139,1,0,home detention
25,180,150,144,0,1,jail
26,180,150,144,0,1,home detention
27,180,150,144,1,1,home detention
28,180,150,144,1,1,home detention
29,180,150,144,1,1,home detention
30,180,150,144,1,0,jail
31,180,150,144,1,0,jail
32,180,150,144,1,0,home detention
33,185,143,147,0,1,work release
34,185,143,147,0,1,work release
35,185,143,147,0,0,work release
36,185,143,147,1,1,work release
37,185,143,147,1,1,work release
38,185,143,147,1,1,work release
39,185,143,147,1,1,work release
40,185,143,147,1,0,work release
41,185,143,147,1,0,work release
42,185,143,147,1,0,work release
43,185,143,147,1,0,work release
44,184,148,148,0,1,work release
45,184,148,148,0,1,work release
46,184,148,148,1,1,work release
47,184,148,148,1,1,work release
48,184,148,148,1,1,work release
49,184,148,148,1,1,work release
50,184,148,148,1,0,work release
51,184,148,148,1,0,work release
52,184,148,148,1,0,work release
53,184,148,148,1,0,work release
54,184,154,149,0,1,home detention
55,184,154,149,0,0,jail
56,184,154,149,0,0,jail
57,184,154,149,1,0,home detention
58,184,154,149,1,0,home detention
59,184,154,149,1,0,home detention
60,186,147,152,0,0,work release
61,186,147,152,1,1,work release
62,186,147,152,1,1,work release
63,186,147,152,1,1,work release
64,186,147,152,1,0,work release
65,186,147,152,1,0,work release
66,186,153,152,0,1,jail
67,186,153,152,0,1,home detention
68,186,153,152,1,1,home detention
69,186,153,152,1,1,home detention
70,186,153,152,1,1,home detention
71,186,153,152,1,1,home detention
72,186,153,152,1,0,home detention
73,187,153,158,0,1,jail
74,187,153,158,0,1,jail
75,187,153,158,0,1,jail
76,187,153,158,0,1,home detention
77,187,153,158,0,0,jail
78,187,153,158,1,1,home detention
79,187,153,158,1,1,home detention
80,187,153,158,1,1,home detention
81,187,153,158,1,1,home detention
82,187,153,158,1,1,home detention
83,187,153,158,1,0,jail
84,187,153,158,1,0,jail
85,187,153,158,1,0,jail
86,193,153,165,0,1,home detention
87,193,153,165,0,1,home detention
88,193,153,165,0,0,home detention
89,193,153,165,0,0,home detention
90,193,153,165,0,0,home detention
91,193,153,165,1,1,jail
92,193,153,165,1,1,home detention
93,193,153,165,1,1,home detention
94,193,153,165,1,0,jail
95,193,153,165,1,0,jail
96,193,153,165,1,0,home detention
97,197,152,173,0,1,jail
98,197,152,173,0,0,jail
99,197,152,173,0,0,jail
100,197,152,173,0,0,home detention
101,197,152,173,1,1,jail
102,197,152,173,1,1,home detention
103,197,152,173,1,1,home detention
104,197,152,173,1,0,jail
105,197,152,173,1,0,jail
106,197,152,173,1,0,jail
107,197,152,173,1,0,home detention
108,197,152,173,1,0,home detention
109,203,153,178,0,1,home detention
110,203,153,178,0,1,home detention
111,203,153,178,0,0,jail
112,203,153,178,0,0,jail
113,203,153,178,1,1,jail
114,203,153,178,1,1,home detention
115,203,153,178,1,1,home detention
116,203,153,178,1,0,jail
117,203,153,178,1,0,jail
118,203,153,178,1,0,jail
119,203,153,178,1,0,jail
120,203,153,178,1,0,home detention
121,203,153,178,1,0,home detention
122,203,153,178,1,0,home detention
123,211,152,185,0,1,jail
124,211,152,185,1,1,home detention
125,211,152,185,1,1,home detention
126,211,152,185,1,1,home detention
127,211,152,185,1,0,jail
128,211,152,185,1,0,home detention
129,211,152,185,1,0,home detention
130,212,152,190,0,1,home detention
131,212,152,190,0,1,home detention
132,212,152,190,0,0,jail
133,212,152,190,0,0,jail
134,212,152,190,0,0,jail
135,212,152,190,0,0,jail
136,212,152,190,1,1,home detention
137,212,152,190,1,0,jail
138,212,152,190,1,0,jail
139,212,152,190,1,0,jail
140,212,152,190,1,0,home detention
141,219,149,194,0,1,home detention
142,219,149,194,0,0,jail
143,219,149,194,1,1,jail
144,219,149,194,1,1,home detention
145,219,149,194,1,1,home detention
146,219,149,194,1,0,jail
147,219,149,194,1,0,jail
148,219,149,194,1,0,home detention
149,223,149,198,1,1,jail
150,223,149,198,1,1,home detention
151,223,149,198,1,1,home detention
152,223,149,198,1,1,home detention
153,223,149,198,1,1,home detention
154,223,149,198,1,1,home detention
155,223,149,198,1,1,home detention
156,223,149,198,1,0,jail
157,223,149,198,1,0,jail
158,227,149,203,0,1,jail
159,227,149,203,0,0,jail
160,227,149,203,0,0,jail
161,227,149,203,0,0,jail
162,227,149,203,1,1,home detention
163,227,149,203,1,1,home detention
164,227,149,203,1,1,home detention
165,227,149,203,1,0,jail
166,227,149,203,1,0,jail
167,227,149,203,1,0,jail
168,233,149,207,0,1,home detention
169,233,149,207,0,1,home detention
170,233,149,207,0,1,home detention
171,233,149,207,0,0,home detention
172,233,149,207,1,1,jail
173,233,149,207,1,1,home detention
174,233,149,207,1,1,home detention
175,233,149,207,1,1,home detention
176,233,149,207,1,0,jail
177,236,148,214,0,0,work release
178,236,148,214,0,0,work release
179,236,148,214,1,1,work release
180,236,148,214,1,1,work release
181,236,148,214,1,1,work release
182,236,148,214,1,1,work release
183,236,148,214,1,1,work release
184,236,148,214,1,0,work release
185,236,148,214,1,0,work release
186,235,157,214,0,1,home detention
187,235,157,214,0,1,home detention
188,235,157,214,0,1,home detention
189,235,157,214,0,0,jail
190,235,157,214,1,1,home detention
191,235,157,214,1,1,home detention
192,235,157,214,1,1,home detention
193,235,157,214,1,1,home detention
194,235,157,214,1,0,home detention
195,237,157,220,0,0,jail
196,237,157,220,0,0,jail
197,237,157,220,0,0,jail
198,237,157,220,0,0,jail
199,237,157,220,1,1,home detention
200,237,157,220,1,1,home detention
201,237,157,220,1,0,jail
202,237,157,220,1,0,jail
203,237,157,220,1,0,jail
204,243,151,224,0,0,home detention
205,243,151,224,0,0,home detention
206,243,151,224,1,1,home detention
207,243,151,224,1,1,home detention
208,243,151,224,1,1,home detention
209,243,151,224,1,1,home detention
210,243,151,224,1,0,jail
211,243,151,224,1,0,home detention
212,246,149,230,0,1,jail
213,246,149,230,0,1,jail
214,246,149,230,0,1,home detention
215,246,149,230,0,0,jail
216,246,149,230,1,1,jail
217,246,149,230,1,1,jail
218,246,149,230,1,1,home detention
219,246,149,230,1,0,jail
220,246,149,230,1,0,home detention
221,246,149,230,1,0,home detention
222,249,149,235,0,1,home detention
223,249,149,235,0,1,home detention
224,249,149,235,0,0,home detention
225,249,149,235,1,1,home detention
226,249,149,235,1,1,home detention
227,249,149,235,1,0,jail
228,249,149,235,1,0,home detention
229,249,149,235,1,0,home detention
230,249,149,235,1,0,home detention
231,249,149,235,1,0,home detention
232,250,146,244,0,1,work release
233,250,146,244,0,1,work release
234,250,146,244,0,1,work release
235,250,146,244,0,0,work release
236,250,146,244,0,0,work release
237,250,146,244,1,1,work release
238,250,146,244,1,1,work release
239,250,146,244,1,0,work release
240,250,146,244,1,0,work release
241,249,154,244,0,1,jail
242,249,154,244,1,1,home detention
243,249,154,244,1,0,home detention
244,249,154,244,1,0,home detention
245,251,150,246,0,0,jail
246,251,150,246,0,0,jail
247,251,150,246,1,1,jail
248,251,150,246,1,1,home detention
249,251,150,246,1,1,home detention
250,251,150,246,1,1,home detention
251,251,150,246,1,1,home detention
252,251,150,246,1,0,jail
253,251,150,246,1,0,home detention
254,251,150,246,1,0,home detention
255,254,150,253,0,1,home detention
256,254,150,253,0,1,home detention
257,254,150,253,0,0,jail
258,254,150,253,1,1,jail
259,254,150,253,1,1,home detention
260,254,150,253,1,1,home detention
261,254,150,253,1,1,home detention
262,254,150,253,1,1,home detention
263,254,150,253,1,0,jail
264,254,150,253,1,0,home detention
265,254,150,253,1,0,home detention
266,254,150,253,1,0,home detention
267,254,150,253,1,0,home detention
268,254,150,253,1,0,home detention
269,254,150,253,1,0,home detention
270,254,150,253,1,0,home detention
271,257,138,265,1,1,work release
272,257,138,265,1,1,work release
273,257,138,265,1,1,work release
274,257,138,265,1,1,work release
275,257,138,265,1,1,work release
276,257,138,265,1,0,work release
277,257,138,265,1,0,work release
278,257,138,265,1,0,work release
279,257,138,265,1,0,work release
280,257,138,265,1,0,work release
281,256,148,264,0,1,work release
282,256,148,264,0,1,work release
283,256,148,264,0,1,work release
284,256,148,264,1,1,work release
285,256,148,264,1,1,work release
286,256,148,264,1,1,work release
287,256,148,264,1,0,work release
288,256,148,264,1,0,work release
289,256,148,264,1,0,work release
290,253,157,266,0,1,home detention
291,253,157,266,0,1,home detention
292,253,157,266,0,0,jail
293,253,157,266,0,0,jail
294,253,157,266,1,1,home detention
295,253,157,266,1,1,home detention
296,253,157,266,1,0,jail
297,253,157,266,1,0,home detention
298,253,157,266,1,0,home detention
299,255,154,272,0,1,home detention
300,255,154,272,0,1,home detention
301,255,154,272,0,1,home detention
302,255,154,272,0,0,jail
303,255,154,272,1,1,jail
304,255,154,272,1,1,jail
305,255,154,272,1,1,home detention
306,255,154,272,1,1,home detention
307,255,154,272,1,0,jail
308,255,154,272,1,0,jail
309,255,154,272,1,0,jail
310,255,154,272,1,0,home detention
311,259,152,278,1,1,jail
312,259,152,278,1,1,home detention
313,259,152,278,1,1,home detention
314,259,152,278,1,0,jail
315,259,152,278,1,0,home detention
316,259,152,278,1,0,home detention
317,261,144,282,0,1,work release
318,261,144,282,0,1,work release
319,261,144,282,0,1,work release
320,261,144,282,0,1,work release
321,261,144,282,0,1,work release
322,261,144,282,0,1,work release
323,261,144,282,0,0,work release
324,261,144,282,1,1,work release
325,261,144,282,1,1,work release
326,261,144,282,1,1,work release
327,261,144,282,1,0,work release
328,260,151,282,0,1,jail
329,260,151,282,0,1,home detention
330,260,151,282,0,1,home detention
331,260,151,282,0,0,jail
332,260,151,282,0,0,home detention
333,260,151,282,1,1,jail
334,260,151,282,1,1,jail
335,260,151,282,1,1,home detention
336,260,151,282,1,1,home detention
337,260,151,282,1,0,home detention
338,267,141,286,0,1,work release
339,267,141,286,0,0,work release
340,267,141,286,1,1,work release
341,267,141,286,1,1,work release
342,267,141,286,1,0,work release
343,267,141,286,1,0,work release
344,267,141,286,1,0,work release
345,265,149,286,0,1,home detention
346,265,149,286,0,1,home detention
347,265,149,286,0,0,jail
348,265,149,286,0,0,jail
349,265,149,286,0,0,home detention
350,265,149,286,0,0,home detention
351,265,149,286,1,1,home detention
352,265,149,286,1,1,home detention
353,265,149,286,1,0,jail
354,265,149,286,1,0,home detention
355,267,145,294,0,1,work release
356,267,145,294,0,0,work release
357,267,145,294,0,0,work release
358,267,145,294,1,1,work release
359,267,145,294,1,0,work release
360,265,140,295,1,1,work release
361,265,140,295,1,1,work release
362,265,140,295,1,1,work release
363,265,140,295,1,1,work release
364,265,140,295,1,0,work release
365,265,140,295,1,0,work release
366,265,140,295,1,0,work release
367,265,140,295,1,0,work release
368,265,140,295,1,0,work release
369,265,140,295,1,0,work release
370,266,141,294,0,1,work release
371,266,141,294,0,1,work release
372,266,141,294,0,1,work release
373,266,141,294,0,1,work release
374,266,141,294,0,1,work release
375,266,141,294,1,1,work release
376,266,141,294,1,1,work release
377,266,141,294,1,0,work release
378,266,141,294,1,0,work release
379,266,141,294,1,0,work release
380,266,141,294,1,0,work release
381,266,141,294,1,0,work release
382,267,149,293,0,1,home detention
383,267,149,293,0,1,home detention
384,267,149,293,0,0,jail
385,267,149,293,0,0,jail
386,267,149,293,0,0,jail
387,267,149,293,1,0,jail
388,267,149,293,1,0,jail
389,267,149,293,1,0,home detention
390,267,149,293,1,0,home detention
391,267,149,293,1,0,home detention
392,269,144,300,0,1,work release
393,269,144,300,0,1,work release
394,269,144,300,0,0,work release
395,269,144,300,0,0,work release
396,269,144,300,1,1,work release
397,269,144,300,1,1,work release
398,269,144,300,1,1,work release
399,269,144,300,1,0,work release
400,269,144,300,1,0,work release
401,269,144,300,1,0,work release
402,269,144,300,1,0,work release
403,267,149,300,0,1,jail
404,267,149,300,0,0,jail
405,267,149,300,1,1,home detention
406,267,149,300,1,1,home detention
407,267,149,300,1,1,home detention
408,267,149,300,1,1,home detention
409,266,149,304,0,1,jail
410,266,149,304,0,1,jail
411,266,149,304,0,1,home detention
412,266,149,304,0,1,home detention
413,266,149,304,1,1,home detention
414,266,149,304,1,0,jail
415,266,149,304,1,0,jail
416,269,149,306,0,1,jail
417,269,149,306,0,1,jail
418,269,149,306,0,1,home detention
419,269,149,306,0,0,jail
420,269,149,306,1,1,jail
421,269,149,306,1,1,home detention
422,269,149,306,1,0,jail
423,269,149,306,1,0,home detention
424,269,149,306,1,0,home detention
425,269,145,309,0,1,work release
426,269,145,309,0,0,work release
427,269,145,309,1,0,work release
428,265,144,311,0,1,work release
429,265,144,311,0,1,work release
430,265,144,311,1,1,work release
431,265,144,311,1,1,work release
432,265,144,311,1,0,work release
433,265,144,311,1,0,work release
434,260,143,310,0,1,work release
435,260,143,310,0,0,work release
436,260,143,310,0,0,work release
437,260,143,310,1,1,work release
438,260,143,310,1,1,work release
439,260,143,310,1,1,work release
440,260,143,310,1,1,work release
441,260,143,310,1,1,work release
442,260,143,310,1,0,work release
443,260,143,310,1,0,work release
444,260,143,310,1,0,work release
445,259,148,309,0,1,work release
446,259,148,309,0,1,work release
447,259,148,309,0,0,work release
448,259,148,309,0,0,work release
449,259,148,309,0,0,work release
450,259,148,309,1,1,work release
451,259,148,309,1,1,work release
452,259,148,309,1,1,work release
453,259,148,309,1,0,work release
454,259,148,309,1,0,work release
455,259,148,309,1,0,work release
456,258,144,310,0,1,work release
457,258,144,310,0,0,work release
458,258,144,310,0,0,work release
459,258,144,310,1,1,work release
460,258,144,310,1,1,work release
461,258,144,310,1,0,work release
462,258,144,310,1,0,work release
463,258,144,310,1,0,work release
464,254,153,310,0,1,jail
465,254,153,310,0,0,jail
466,254,153,310,0,0,jail
467,254,153,310,1,1,jail
468,254,153,310,1,1,home detention
469,254,153,310,1,1,home detention
470,254,153,310,1,1,home detention
471,254,153,310,1,0,jail
472,254,153,310,1,0,jail
473,254,153,310,1,0,jail
474,254,153,310,1,0,jail
475,254,153,310,1,0,jail
476,254,153,310,1,0,jail
477,258,152,314,0,1,jail
478,258,152,314,0,0,jail
479,258,152,314,0,0,jail
480,258,152,314,0,0,jail
481,258,152,314,1,1,jail
482,258,152,314,1,1,jail
483,258,152,314,1,1,home detention
484,258,152,314,1,0,jail
485,258,152,314,1,0,jail
486,258,152,314,1,0,jail
487,258,152,314,1,0,jail
488,260,145,315,0,0,work release
489,260,145,315,0,0,work release
490,260,145,315,0,0,work release
491,260,145,315,1,1,work release
492,260,145,315,1,1,work release
493,260,145,315,1,1,work release
494,260,145,315,1,1,work release
495,260,145,315,1,1,work release
496,260,145,315,1,0,work release
497,260,145,315,1,0,work release
498,260,145,315,1,0,work release
499,260,145,315,1,0,work release
500,260,145,315,1,0,work release
501,257,148,315,0,1,work release
502,257,148,315,0,1,work release
503,257,148,315,0,1,work release
504,257,148,315,0,0,work release
505,257,148,315,0,0,work release
506,257,148,315,0,0,work release
507,257,148,315,1,1,work release
508,257,148,315,1,1,work release
509,257,148,315,1,1,work release
510,257,148,315,1,1,work release
511,257,148,315,1,1,work release
512,257,148,315,1,0,work release
513,257,148,315,1,0,work release
514,257,148,315,1,0,work release
515,257,148,315,1,0,work release
516,257,148,315,1,0,work release
517,257,148,315,1,0,work release
518,257,148,315,1,0,work release
519,254,165,314,0,1,jail
520,254,165,314,0,1,home detention
521,254,165,314,1,1,jail
522,254,165,314,1,1,jail
523,254,165,314,1,1,jail
524,254,165,314,1,1,home detention
525,254,165,314,1,1,home detention
526,254,165,314,1,1,home detention
527,254,165,314,1,0,jail
528,252,160,319,0,1,jail
529,252,160,319,0,1,jail
530,252,160,319,0,1,home detention
531,252,160,319,0,0,jail
532,252,160,319,0,0,jail
533,252,160,319,0,0,jail
534,252,160,319,0,0,jail
535,252,160,319,1,1,jail
536,252,160,319,1,1,jail
537,252,160,319,1,1,jail
538,252,160,319,1,1,jail
539,252,160,319,1,1,home detention
540,252,160,319,1,0,jail
541,252,160,319,1,0,jail
542,252,160,319,1,0,jail
543,252,160,319,1,0,jail
544,252,160,319,1,0,jail
545,252,160,319,1,0,jail
546,252,160,319,1,0,jail
547,252,160,319,1,0,home detention
548,269,159,321,0,1,jail
549,269,159,321,0,1,jail
550,269,159,321,0,1,home detention
551,269,159,321,0,0,jail
552,269,159,321,0,0,jail
553,269,159,321,0,0,jail
554,269,159,321,1,1,jail
555,269,159,321,1,1,jail
556,269,159,321,1,1,home detention
557,269,159,321,1,1,home detention
558,269,159,321,1,0,jail
559,269,159,321,1,0,jail
560,272,159,325,0,1,jail
561,272,159,325,0,1,jail
562,272,159,325,1,1,jail
563,272,159,325,1,1,jail
564,272,159,325,1,1,jail
565,272,159,325,1,1,home detention
566,272,159,325,1,1,home detention
567,272,159,325,1,1,home detention
568,272,159,325,1,0,jail
569,272,159,325,1,0,jail
570,276,161,326,0,1,jail
571,276,161,326,0,1,jail
572,276,161,326,0,0,jail
573,276,161,326,1,1,jail
574,276,161,326,1,1,jail
575,276,161,326,1,1,home detention
576,276,161,326,1,0,jail
577,276,161,326,1,0,home detention
578,277,156,329,0,1,jail
579,277,156,329,0,0,jail
580,277,156,329,1,1,jail
581,277,156,329,1,1,jail
582,277,156,329,1,1,jail
583,277,156,329,1,1,jail
584,277,156,329,1,1,jail
585,277,156,329,1,0,jail
586,277,156,329,1,0,jail
587,277,156,329,1,0,jail
588,277,156,329,1,0,jail
589,283,156,326,0,1,jail
590,283,156,326,0,1,jail
591,283,156,326,0,1,jail
592,283,156,326,0,0,jail
593,283,156,326,1,1,jail
594,283,156,326,1,1,jail
595,283,156,326,1,1,jail
596,283,156,326,1,1,home detention
597,283,156,326,1,0,jail
598,283,156,326,1,0,jail
599,283,156,326,1,0,jail
600,283,156,326,1,0,jail
601,283,156,326,1,0,jail
602,283,156,326,1,0,jail
603,283,156,326,1,0,jail
604,289,156,326,0,1,jail
605,289,156,326,0,1,home detention
606,289,156,326,0,1,home detention
607,289,156,326,0,0,jail
608,289,156,326,1,1,jail
609,289,156,326,1,1,home detention
610,289,156,326,1,1,home detention
611,289,156,326,1,1,home detention
612,289,156,326,1,0,jail
613,289,156,326,1,0,jail
614,289,156,326,1,0,home detention
615,289,156,326,1,0,home detention
616,289,156,326,1,0,home detention
617,289,156,326,1,0,home detention
618,289,156,326,1,0,home detention
619,284,156,336,0,1,jail
620,284,156,336,0,1,jail
621,284,156,336,0,1,jail
622,284,156,336,0,1,jail
623,284,156,336,0,1,home detention
624,284,156,336,0,0,jail
625,284,156,336,1,0,jail
626,284,156,336,1,0,jail
627,284,156,336,1,0,home detention
628,287,156,341,0,1,jail
629,287,156,341,0,1,jail
630,287,156,341,0,0,jail
631,287,156,341,0,0,jail
632,287,156,341,1,1,jail
633,287,156,341,1,1,jail
634,287,156,341,1,1,jail
635,287,156,341,1,1,home detention
636,287,156,341,1,0,jail
637,287,156,341,1,0,jail
638,287,156,341,1,0,jail
639,287,156,341,1,0,home detention
640,292,153,343,1,1,jail
641,292,153,343,1,1,jail
642,292,153,343,1,1,jail
643,292,153,343,1,1,home detention
644,292,153,343,1,1,home detention
645,292,153,343,1,1,home detention
646,292,153,343,1,0,jail
647,292,153,343,1,0,jail
648,292,153,343,1,0,jail
649,292,153,343,1,0,home detention
650,292,153,345,0,1,jail
651,292,153,345,0,1,home detention
652,292,153,345,0,0,jail
653,292,153,345,1,1,jail
654,292,153,345,1,1,jail
655,292,153,345,1,1,jail
656,292,153,345,1,0,jail
657,292,153,345,1,0,jail
658,292,153,345,1,0,jail
659,292,153,345,1,0,jail
660,292,153,345,1,0,jail
661,300,153,345,0,1,jail
662,300,153,345,0,0,jail
663,300,153,345,0,0,jail
664,300,153,345,1,1,home detention
665,300,153,345,1,0,jail
666,300,153,345,1,0,home detention
667,298,145,344,0,1,work release
668,298,145,344,0,1,work release
669,298,145,344,0,0,work release
670,298,145,344,0,0,work release
671,298,145,344,0,0,work release
672,298,145,344,1,0,work release
673,298,145,344,1,0,work release
674,298,145,344,1,0,work release
675,298,145,344,1,0,work release
676,298,145,344,1,0,work release
677,298,145,344,1,0,work release
678,293,150,344,0,1,jail
679,293,150,344,0,1,home detention
680,293,150,344,0,0,jail
681,293,150,344,1,1,jail
682,293,150,344,1,1,jail
683,293,150,344,1,1,home detention
684,293,150,344,1,0,jail
685,293,150,344,1,0,jail
686,293,150,344,1,0,jail
687,293,150,344,1,0,jail
688,293,150,344,1,0,home detention
689,298,148,346,0,1,work release
690,298,148,346,0,1,work release
691,298,148,346,0,0,work release
692,298,148,346,1,0,work release
693,298,148,346,1,0,work release
694,298,148,346,1,0,work release
695,298,148,346,1,0,work release
696,298,148,346,1,0,work release
697,297,156,342,0,0,jail
698,297,156,342,0,0,jail
699,297,156,342,1,1,home detention
700,297,156,342,1,1,home detention
701,297,156,342,1,0,jail
702,291,156,343,0,0,jail
703,291,156,343,1,1,jail
704,291,156,343,1,1,jail
705,291,156,343,1,1,jail
706,291,156,343,1,1,jail
707,291,156,343,1,1,home detention
708,291,156,343,1,0,jail
709,291,156,343,1,0,jail
710,299,153,335,0,1,jail
711,299,153,335,0,1,home detention
712,299,153,335,0,0,jail
713,299,153,335,1,1,home detention
714,299,153,335,1,1,home detention
715,299,153,335,1,1,home detention
716,299,153,335,1,1,home detention
717,299,153,335,1,1,home detention
718,299,153,335,1,0,jail
719,299,153,335,1,0,jail
720,299,153,335,1,0,jail
721,299,153,335,1,0,home detention
722,299,153,335,1,0,home detention
723,302,149,340,0,0,jail
724,302,149,340,0,0,jail
725,302,149,340,1,1,jail
726,302,149,340,1,0,jail
727,302,149,340,1,0,home detention
728,303,144,334,0,1,work release
729,303,144,334,0,1,work release
730,303,144,334,1,1,work release
731,303,144,334,1,1,work release
732,303,144,334,1,1,work release
733,303,144,334,1,0,work release
734,303,144,334,1,0,work release
735,303,144,334,1,0,work release
736,303,144,334,1,0,work release
737,298,153,334,0,1,home detention
738,298,153,334,1,1,home detention
739,298,153,334,1,0,jail
740,298,153,334,1,0,jail
741,298,153,334,1,0,home detention
742,298,148,332,0,1,work release
743,298,148,332,0,1,work release
744,298,148,332,0,0,work release
745,298,148,332,1,1,work release
746,298,148,332,1,1,work release
747,298,148,332,1,1,work release
748,298,148,332,1,0,work release
749,298,148,332,1,0,work release
750,298,148,332,1,0,work release
751,298,148,332,1,0,work release
752,298,148,332,1,0,work release
753,298,148,332,1,0,work release
754,298,150,333,0,1,jail
755,298,150,333,0,1,jail
756,298,150,333,0,1,home detention
757,298,150,333,0,0,jail
758,298,150,333,0,0,jail
759,298,150,333,1,1,jail
760,298,150,333,1,1,jail
761,298,150,333,1,1,jail
762,298,150,333,1,1,home detention
763,298,150,333,1,0,jail
764,298,150,333,1,0,jail
765,298,150,333,1,0,jail
766,301,145,332,0,1,work release
767,301,145,332,1,1,work release
768,301,145,332,1,1,work release
769,301,145,332,1,1,work release
770,301,145,332,1,1,work release
771,301,145,332,1,0,work release
772,301,145,332,1,0,work release
773,301,145,332,1,0,work release
774,301,145,332,1,0,work release
775,298,154,327,0,1,jail
776,298,154,327,0,1,jail
777,298,154,327,0,1,jail
778,298,154,327,0,1,home detention
779,298,154,327,0,0,jail
780,298,154,327,1,1,jail
781,298,154,327,1,1,home detention
782,298,154,327,1,1,home detention
783,298,154,327,1,0,jail
784,298,154,327,1,0,jail
785,298,154,327,1,0,home detention
786,298,154,327,1,0,home detention
787,305,152,323,0,1,jail
788,305,152,323,0,1,home detention
789,305,152,323,0,0,jail
790,305,152,323,0,0,jail
791,305,152,323,0,0,jail
792,305,152,323,1,1,jail
793,305,152,323,1,1,home detention
794,305,152,323,1,1,home detention
795,305,152,323,1,1,home detention
796,305,152,323,1,1,home detention
797,305,152,323,1,0,jail
798,305,152,323,1,0,jail
799,305,152,323,1,0,home detention
800,305,152,323,1,0,home detention
801,307,149,325,0,1,jail
802,307,149,325,0,1,jail
803,307,149,325,0,1,jail
804,307,149,325,0,1,home detention
805,307,149,325,0,0,jail
806,307,149,325,0,0,jail
807,307,149,325,1,1,home detention
808,307,149,325,1,1,home detention
809,307,149,325,1,1,home detention
810,307,149,325,1,1,home detention
811,307,149,325,1,0,jail
812,307,149,325,1,0,jail
813,307,149,325,1,0,home detention
814,307,149,325,1,0,home detention
815,314,143,330,0,1,work release
816,314,143,330,0,0,work release
817,314,143,330,1,1,work release
818,314,143,330,1,1,work release
819,314,143,330,1,1,work release
820,314,143,330,1,0,work release
821,314,143,330,1,0,work release
822,314,143,330,1,0,work release
823,314,143,330,1,0,work release
824,314,143,330,1,0,work release
825,314,143,330,1,0,work release
826,312,148,322,0,0,work release
827,312,148,322,1,1,work release
828,312,148,322,1,1,work release
829,312,148,322,1,1,work release
830,312,148,322,1,1,work release
831,312,148,322,1,1,work release
832,312,148,322,1,1,work release
833,312,148,322,1,1,work release
834,312,148,322,1,0,work release
835,312,148,322,1,0,work release
836,312,148,322,1,0,work release
837,312,148,322,1,0,work release
838,312,148,322,1,0,work release
839,309,154,323,0,1,jail
840,309,154,323,0,1,jail
841,309,154,323,0,0,jail
842,309,154,323,0,0,jail
843,309,154,323,1,1,jail
844,309,154,323,1,0,jail
845,309,154,323,1,0,jail
846,309,154,323,1,0,jail
847,309,154,323,1,0,home detention
848,313,154,316,1,1,home detention
849,313,154,316,1,1,home detention
850,313,154,316,1,1,home detention
851,313,154,316,1,0,jail
852,313,154,316,1,0,jail
853,313,154,316,1,0,home detention
854,313,154,316,1,0,home detention
855,315,151,315,0,1,jail
856,315,151,315,0,0,jail
857,315,151,315,1,1,home detention
858,318,139,312,0,1,work release
859,318,139,312,1,0,work release
860,318,139,312,1,0,work release
861,317,129,309,0,1,work release
862,317,129,309,0,1,work release
863,317,129,309,0,1,work release
864,317,129,309,0,1,work release
865,317,129,309,0,0,work release
866,317,129,309,0,0,work release
867,317,129,309,0,0,work release
868,317,129,309,1,1,work release
869,317,129,309,1,0,work release
870,317,129,309,1,0,work release
871,317,129,309,1,0,work release
872,317,129,309,1,0,work release
873,314,140,306,0,1,work release
874,314,140,306,0,1,work release
875,314,140,306,0,1,work release
876,314,140,306,0,0,work release
877,314,140,306,0,0,work release
878,314,140,306,1,1,work release
879,314,140,306,1,1,work release
880,314,140,306,1,1,work release
881,314,140,306,1,1,work release
882,314,140,306,1,1,work release
883,314,140,306,1,0,work release
884,314,140,306,1,0,work release
885,314,140,306,1,0,work release
886,314,147,301,0,1,work release
887,314,147,301,0,0,work release
888,314,147,301,1,1,work release
889,314,147,301,1,1,work release
890,314,147,301,1,1,work release
891,314,147,301,1,0,work release
892,314,147,301,1,0,work release
893,314,147,301,1,0,work release
894,314,147,301,1,0,work release
895,314,147,301,1,0,work release
896,314,147,301,1,0,work release
897,314,147,301,1,0,work release
898,314,147,301,1,0,work release
899,314,160,301,0,0,jail
900,314,160,301,0,0,home detention
901,314,160,301,1,1,home detention
902,314,160,301,1,1,home detention
903,314,160,301,1,0,jail
904,314,160,301,1,0,jail
905,314,160,301,1,0,home detention
906,312,160,300,0,1,home detention
907,312,160,300,0,1,home detention
908,312,160,300,0,0,jail
909,312,160,300,1,1,jail
910,312,160,300,1,1,home detention
911,312,160,300,1,1,home detention
912,312,160,300,1,1,home detention
