,ocp_jl_low_los,ocp_jl_total,ocp_wr_low_los,ocp_wr_total,ocp_hd_low_los,ocp_hd_total,class_mild,need,placement
114,99,120,97,154,243,269,0,0,home detention
115,99,120,97,154,243,269,1,1,home detention
116,99,120,97,154,243,269,1,1,home detention
117,99,120,97,154,243,269,1,1,home detention
118,99,120,97,154,243,269,1,0,jail
119,99,120,97,154,243,269,1,0,jail
120,99,120,97,154,243,269,1,0,jail
121,99,120,97,154,243,269,1,0,jail
122,99,120,97,154,243,269,1,0,home detention
123,99,120,97,154,243,269,1,0,home detention
124,99,120,97,154,243,269,1,0,home detention
125,102,126,97,154,248,277,0,1,jail
126,102,126,97,154,248,277,1,1,jail
127,102,126,97,154,248,277,1,1,home detention
128,102,126,97,154,248,277,1,1,home detention
129,102,126,97,154,248,277,1,0,jail
130,102,126,97,154,248,277,1,0,jail
131,102,126,97,154,248,277,1,0,home detention
132,102,130,91,150,246,280,0,1,jail
133,102,130,91,150,246,280,0,1,home detention
134,102,130,91,150,246,280,0,0,jail
135,102,130,91,150,246,280,0,0,jail
136,102,130,91,150,246,280,0,0,jail
137,102,130,91,150,246,280,0,0,jail
138,102,130,91,150,246,280,1,1,home detention
139,102,130,91,150,246,280,1,0,jail
140,102,130,91,150,246,280,1,0,home detention
141,102,130,91,150,246,280,1,0,home detention
142,102,130,91,150,246,280,1,0,home detention
143,104,136,84,150,238,284,0,1,home detention
144,104,136,84,150,238,284,0,0,jail
145,104,136,84,150,238,284,1,1,jail
146,104,136,84,150,238,284,1,1,jail
147,104,136,84,150,238,284,1,1,home detention
148,104,136,84,150,238,284,1,1,home detention
149,104,136,84,150,238,284,1,0,jail
150,104,136,84,150,238,284,1,0,jail
151,104,136,84,150,238,284,1,0,home detention
152,110,144,81,149,238,287,1,1,home detention
153,110,144,81,149,238,287,1,1,home detention
154,110,144,81,149,238,287,1,1,home detention
155,110,144,81,149,238,287,1,1,home detention
156,110,144,81,149,238,287,1,1,home detention
157,110,144,81,149,238,287,1,1,home detention
158,110,144,81,149,238,287,1,1,home detention
159,110,144,81,149,238,287,1,0,jail
160,110,144,81,149,238,287,1,0,home detention
161,104,144,78,149,240,296,0,1,home detention
162,104,144,78,149,240,296,0,0,jail
163,104,144,78,149,240,296,0,0,jail
164,104,144,78,149,240,296,0,0,jail
165,104,144,78,149,240,296,1,1,home detention
166,104,144,78,149,240,296,1,1,home detention
167,104,144,78,149,240,296,1,1,home detention
168,104,144,78,149,240,296,1,0,home detention
169,104,144,78,149,240,296,1,0,home detention
170,104,144,78,149,240,296,1,0,home detention
171,105,146,71,143,237,304,0,1,work release
172,105,146,71,143,237,304,0,1,work release
173,105,146,71,143,237,304,0,1,work release
174,105,146,71,143,237,304,0,1,work release
175,105,146,71,143,237,304,0,0,work release
176,105,146,71,143,237,304,1,1,work release
177,105,146,71,143,237,304,1,1,work release
178,105,146,71,143,237,304,1,1,work release
179,105,146,71,143,237,304,1,1,work release
180,105,146,71,143,237,304,1,0,work release
181,102,145,71,153,233,304,0,0,jail
182,102,145,71,153,233,304,0,0,jail
183,102,145,71,153,233,304,1,1,jail
184,102,145,71,153,233,304,1,1,home detention
185,102,145,71,153,233,304,1,1,home detention
186,102,145,71,153,233,304,1,1,home detention
187,102,145,71,153,233,304,1,1,home detention
188,102,145,71,153,233,304,1,0,home detention
189,102,145,71,153,233,304,1,0,home detention
190,103,148,71,153,231,310,0,1,jail
191,103,148,71,153,231,310,0,1,home detention
192,103,148,71,153,231,310,0,1,home detention
193,103,148,71,153,231,310,0,0,jail
194,103,148,71,153,231,310,1,1,home detention
195,103,148,71,153,231,310,1,1,home detention
196,103,148,71,153,231,310,1,1,home detention
197,103,148,71,153,231,310,1,1,home detention
198,103,148,71,153,231,310,1,0,jail
199,101,151,61,153,233,316,0,0,jail
200,101,151,61,153,233,316,0,0,jail
201,101,151,61,153,233,316,0,0,jail
202,101,151,61,153,233,316,0,0,jail
203,101,151,61,153,233,316,0,0,jail
204,101,151,61,153,233,316,1,1,jail
205,101,151,61,153,233,316,1,1,home detention
206,101,151,61,153,233,316,1,0,jail
207,101,151,61,153,233,316,1,0,home detention
208,107,159,59,146,224,317,0,0,work release
209,107,159,59,146,224,317,0,0,work release
210,107,159,59,146,224,317,1,1,work release
211,107,159,59,146,224,317,1,1,work release
212,107,159,59,146,224,317,1,1,work release
213,107,159,59,146,224,317,1,1,work release
214,107,159,59,146,224,317,1,0,work release
215,107,159,59,146,224,317,1,0,work release
216,101,158,61,154,222,318,0,1,jail
217,101,158,61,154,222,318,0,1,jail
218,101,158,61,154,222,318,0,1,home detention
219,101,158,61,154,222,318,1,1,home detention
220,101,158,61,154,222,318,1,1,home detention
221,101,158,61,154,222,318,1,1,home detention
222,101,158,61,154,222,318,1,0,jail
223,101,158,61,154,222,318,1,0,jail
224,101,158,61,154,222,318,1,0,jail
225,103,165,54,147,222,320,0,1,work release
226,103,165,54,147,222,320,0,1,work release
227,103,165,54,147,222,320,0,0,work release
228,103,165,54,147,222,320,1,1,work release
229,103,165,54,147,222,320,1,1,work release
230,103,165,54,147,222,320,1,0,work release
231,103,165,54,147,222,320,1,0,work release
232,103,165,54,147,222,320,1,0,work release
233,103,165,54,147,222,320,1,0,work release
234,103,165,54,147,222,320,1,0,work release
235,102,164,58,154,215,320,0,1,jail
236,102,164,58,154,215,320,0,1,home detention
237,102,164,58,154,215,320,0,1,home detention
238,102,164,58,154,215,320,0,0,jail
239,102,164,58,154,215,320,0,0,jail
240,102,164,58,154,215,320,1,1,jail
241,102,164,58,154,215,320,1,1,home detention
242,102,164,58,154,215,320,1,0,jail
243,102,164,58,154,215,320,1,0,home detention
244,102,164,58,154,215,320,1,0,home detention
245,107,168,44,154,212,327,0,1,jail
246,107,168,44,154,212,327,1,1,jail
247,107,168,44,154,212,327,1,0,jail
248,107,168,44,154,212,327,1,0,home detention
249,112,173,44,151,199,326,0,0,jail
250,112,173,44,151,199,326,0,0,home detention
251,112,173,44,151,199,326,1,1,jail
252,112,173,44,151,199,326,1,1,jail
253,112,173,44,151,199,326,1,1,home detention
254,112,173,44,151,199,326,1,1,home detention
255,112,173,44,151,199,326,1,1,home detention
256,112,173,44,151,199,326,1,0,jail
257,112,173,44,151,199,326,1,0,home detention
258,112,173,44,151,199,326,1,0,home detention
259,110,175,44,141,201,334,0,1,work release
260,110,175,44,141,201,334,0,1,work release
261,110,175,44,141,201,334,0,0,work release
262,110,175,44,141,201,334,1,1,work release
263,110,175,44,141,201,334,1,1,work release
264,110,175,44,141,201,334,1,1,work release
265,110,175,44,141,201,334,1,1,work release
266,110,175,44,141,201,334,1,1,work release
267,110,175,44,141,201,334,1,0,work release
268,110,175,44,141,201,334,1,0,work release
269,110,175,44,141,201,334,1,0,work release
270,110,175,44,141,201,334,1,0,work release
271,110,175,44,141,201,334,1,0,work release
272,110,175,44,141,201,334,1,0,work release
273,110,175,44,141,201,334,1,0,work release
274,110,175,44,141,201,334,1,0,work release
275,109,176,52,153,196,333,0,1,jail
276,109,176,52,153,196,333,1,1,jail
277,109,176,52,153,196,333,1,1,home detention
278,109,176,52,153,196,333,1,1,home detention
279,109,176,52,153,196,333,1,1,home detention
280,109,176,52,153,196,333,1,0,jail
281,109,176,52,153,196,333,1,0,jail
282,109,176,52,153,196,333,1,0,jail
283,109,176,52,153,196,333,1,0,jail
284,109,176,52,153,196,333,1,0,home detention
285,116,183,44,154,196,336,0,1,jail
286,116,183,44,154,196,336,0,1,jail
287,116,183,44,154,196,336,0,1,home detention
288,116,183,44,154,196,336,1,1,home detention
289,116,183,44,154,196,336,1,1,home detention
290,116,183,44,154,196,336,1,1,home detention
291,116,183,44,154,196,336,1,0,jail
292,116,183,44,154,196,336,1,0,home detention
293,116,183,44,154,196,336,1,0,home detention
294,114,184,44,152,194,344,0,1,jail
295,114,184,44,152,194,344,0,1,jail
296,114,184,44,152,194,344,0,0,jail
297,114,184,44,152,194,344,0,0,jail
298,114,184,44,152,194,344,1,1,home detention
299,114,184,44,152,194,344,1,1,home detention
300,114,184,44,152,194,344,1,0,jail
301,114,184,44,152,194,344,1,0,jail
302,114,184,44,152,194,344,1,0,jail
303,119,192,44,150,194,344,0,1,jail
304,119,192,44,150,194,344,0,1,jail
305,119,192,44,150,194,344,0,1,home detention
306,119,192,44,150,194,344,0,0,jail
307,119,192,44,150,194,344,0,0,jail
308,119,192,44,150,194,344,1,1,jail
309,119,192,44,150,194,344,1,1,jail
310,119,192,44,150,194,344,1,1,home detention
311,119,192,44,150,194,344,1,1,home detention
312,119,192,44,150,194,344,1,1,home detention
313,119,192,44,150,194,344,1,0,jail
314,119,192,44,150,194,344,1,0,jail
315,119,192,44,150,194,344,1,0,jail
316,119,192,44,150,194,344,1,0,home detention
317,129,202,44,141,194,349,0,0,work release
318,129,202,44,141,194,349,1,1,work release
319,129,202,44,141,194,349,1,1,work release
320,129,202,44,141,194,349,1,1,work release
321,129,202,44,141,194,349,1,0,work release
322,129,202,44,141,194,349,1,0,work release
323,129,202,44,141,194,349,1,0,work release
324,127,200,51,148,189,351,0,1,work release
325,127,200,51,148,189,351,0,1,work release
326,127,200,51,148,189,351,0,1,work release
327,127,200,51,148,189,351,0,1,work release
328,127,200,51,148,189,351,0,1,work release
329,127,200,51,148,189,351,0,1,work release
330,127,200,51,148,189,351,0,0,work release
331,127,200,51,148,189,351,1,1,work release
332,127,200,51,148,189,351,1,1,work release
333,127,200,51,148,189,351,1,1,work release
334,127,200,51,148,189,351,1,0,work release
335,125,200,62,155,183,350,0,1,jail
336,125,200,62,155,183,350,0,1,jail
337,125,200,62,155,183,350,0,1,jail
338,125,200,62,155,183,350,0,0,jail
339,125,200,62,155,183,350,0,0,jail
340,125,200,62,155,183,350,0,0,jail
341,125,200,62,155,183,350,1,1,home detention
342,125,200,62,155,183,350,1,1,home detention
343,125,200,62,155,183,350,1,1,home detention
344,125,200,62,155,183,350,1,1,home detention
345,125,200,62,155,183,350,1,0,jail
346,131,208,57,147,186,354,0,1,work release
347,131,208,57,147,186,354,0,0,work release
348,131,208,57,147,186,354,1,1,work release
349,131,208,57,147,186,354,1,1,work release
350,131,208,57,147,186,354,1,0,work release
351,131,208,57,147,186,354,1,0,work release
352,131,208,57,147,186,354,1,0,work release
353,131,207,64,154,177,355,0,1,jail
354,131,207,64,154,177,355,0,1,jail
355,131,207,64,154,177,355,0,0,jail
356,131,207,64,154,177,355,0,0,jail
357,131,207,64,154,177,355,0,0,jail
358,131,207,64,154,177,355,0,0,jail
359,131,207,64,154,177,355,1,1,home detention
360,131,207,64,154,177,355,1,0,jail
361,131,207,64,154,177,355,1,0,jail
362,129,217,64,150,171,354,0,1,jail
363,129,217,64,150,171,354,0,0,jail
364,129,217,64,150,171,354,0,0,jail
365,129,217,64,150,171,354,1,1,home detention
366,129,217,64,150,171,354,1,0,home detention
367,131,218,64,141,171,358,1,1,work release
368,131,218,64,141,171,358,1,1,work release
369,131,218,64,141,171,358,1,1,work release
370,131,218,64,141,171,358,1,1,work release
371,131,218,64,141,171,358,1,1,work release
372,131,218,64,141,171,358,1,0,work release
373,131,218,64,141,171,358,1,0,work release
374,131,218,64,141,171,358,1,0,work release
375,131,218,64,141,171,358,1,0,work release
376,131,218,64,141,171,358,1,0,work release
377,131,218,64,141,171,358,1,0,work release
378,128,219,73,150,171,357,0,1,jail
379,128,219,73,150,171,357,0,1,jail
380,128,219,73,150,171,357,0,1,jail
381,128,219,73,150,171,357,0,1,home detention
382,128,219,73,150,171,357,0,1,home detention
383,128,219,73,150,171,357,1,1,jail
384,128,219,73,150,171,357,1,1,home detention
385,128,219,73,150,171,357,1,0,jail
386,128,219,73,150,171,357,1,0,jail
387,128,219,73,150,171,357,1,0,jail
388,128,219,73,150,171,357,1,0,jail
389,128,219,73,150,171,357,1,0,home detention
390,135,227,73,146,175,361,0,1,work release
391,135,227,73,146,175,361,0,1,work release
392,135,227,73,146,175,361,0,0,work release
393,135,227,73,146,175,361,0,0,work release
394,135,227,73,146,175,361,0,0,work release
395,135,227,73,146,175,361,1,0,work release
396,135,227,73,146,175,361,1,0,work release
397,135,227,73,146,175,361,1,0,work release
398,135,227,73,146,175,361,1,0,work release
399,135,227,73,146,175,361,1,0,work release
400,135,226,80,153,170,361,0,1,jail
401,135,226,80,153,170,361,0,1,jail
402,135,226,80,153,170,361,0,0,jail
403,135,226,80,153,170,361,0,0,jail
404,135,226,80,153,170,361,1,1,home detention
405,135,226,80,153,170,361,1,1,home detention
406,135,226,80,153,170,361,1,1,home detention
407,135,226,80,153,170,361,1,0,jail
408,135,226,80,153,170,361,1,0,jail
409,135,226,80,153,170,361,1,0,jail
410,135,226,80,153,170,361,1,0,home detention
411,135,226,80,153,170,361,1,0,home detention
412,143,234,74,146,164,365,0,1,work release
413,143,234,74,146,164,365,0,0,work release
414,143,234,74,146,164,365,0,0,work release
415,143,234,74,146,164,365,0,0,work release
416,143,234,74,146,164,365,1,1,work release
417,143,234,74,146,164,365,1,1,work release
418,143,234,74,146,164,365,1,1,work release
419,143,234,74,146,164,365,1,1,work release
420,142,234,83,155,164,366,0,1,jail
421,142,234,83,155,164,366,0,1,jail
422,142,234,83,155,164,366,0,1,jail
423,142,234,83,155,164,366,0,1,jail
424,142,234,83,155,164,366,1,1,home detention
425,142,234,83,155,164,366,1,0,jail
426,142,234,83,155,164,366,1,0,jail
427,144,239,83,145,157,367,0,1,work release
428,144,239,83,145,157,367,0,1,work release
429,144,239,83,145,157,367,0,1,work release
430,144,239,83,145,157,367,0,0,work release
431,144,239,83,145,157,367,1,1,work release
432,144,239,83,145,157,367,1,1,work release
433,144,239,83,145,157,367,1,0,work release
434,144,239,83,145,157,367,1,0,work release
435,144,239,83,145,157,367,1,0,work release
436,144,239,83,145,157,367,1,0,work release
437,143,236,90,155,157,368,0,1,jail
438,143,236,90,155,157,368,0,0,jail
439,143,236,90,155,157,368,1,0,jail
440,147,240,84,151,155,365,0,1,jail
441,147,240,84,151,155,365,1,1,jail
442,147,240,84,151,155,365,1,1,home detention
443,147,240,84,151,155,365,1,0,jail
444,147,240,84,151,155,365,1,0,jail
445,149,239,84,144,152,366,0,1,work release
446,149,239,84,144,152,366,0,0,work release
447,149,239,84,144,152,366,0,0,work release
448,149,239,84,144,152,366,1,1,work release
449,149,239,84,144,152,366,1,1,work release
450,149,239,84,144,152,366,1,1,work release
451,149,239,84,144,152,366,1,1,work release
452,149,239,84,144,152,366,1,1,work release
453,149,239,84,144,152,366,1,0,work release
454,149,239,84,144,152,366,1,0,work release
455,147,238,87,148,152,365,0,1,work release
456,147,238,87,148,152,365,0,1,work release
457,147,238,87,148,152,365,0,1,work release
458,147,238,87,148,152,365,0,0,work release
459,147,238,87,148,152,365,0,0,work release
460,147,238,87,148,152,365,0,0,work release
461,147,238,87,148,152,365,1,1,work release
462,147,238,87,148,152,365,1,1,work release
463,147,238,87,148,152,365,1,1,work release
464,147,238,87,148,152,365,1,1,work release
465,147,238,87,148,152,365,1,0,work release
466,147,238,87,148,152,365,1,0,work release
467,147,238,87,148,152,365,1,0,work release
468,146,235,100,147,152,368,0,1,work release
469,146,235,100,147,152,368,0,0,work release
470,146,235,100,147,152,368,0,0,work release
471,146,235,100,147,152,368,1,1,work release
472,146,235,100,147,152,368,1,1,work release
473,146,235,100,147,152,368,1,0,work release
474,146,235,100,147,152,368,1,0,work release
475,146,235,100,147,152,368,1,0,work release
476,147,236,107,155,151,367,0,0,jail
477,147,236,107,155,151,367,1,1,jail
478,147,236,107,155,151,367,1,1,home detention
479,147,236,107,155,151,367,1,1,home detention
480,147,236,107,155,151,367,1,1,home detention
481,147,236,107,155,151,367,1,0,jail
482,147,236,107,155,151,367,1,0,jail
483,147,236,107,155,151,367,1,0,jail
484,147,236,107,155,151,367,1,0,jail
485,147,236,107,155,151,367,1,0,jail
486,147,236,107,155,151,367,1,0,jail
487,155,242,99,153,150,369,0,1,jail
488,155,242,99,153,150,369,0,0,jail
489,155,242,99,153,150,369,0,0,jail
490,155,242,99,153,150,369,0,0,jail
491,155,242,99,153,150,369,1,1,jail
492,155,242,99,153,150,369,1,1,jail
493,155,242,99,153,150,369,1,1,home detention
494,155,242,99,153,150,369,1,1,home detention
495,155,242,99,153,150,369,1,0,jail
496,155,242,99,153,150,369,1,0,jail
497,155,242,99,153,150,369,1,0,jail
498,155,242,99,153,150,369,1,0,home detention
499,157,247,87,142,150,369,0,1,work release
500,157,247,87,142,150,369,0,0,work release
501,157,247,87,142,150,369,0,0,work release
502,157,247,87,142,150,369,0,0,work release
503,157,247,87,142,150,369,1,1,work release
504,157,247,87,142,150,369,1,1,work release
505,157,247,87,142,150,369,1,1,work release
506,157,247,87,142,150,369,1,1,work release
507,157,247,87,142,150,369,1,1,work release
508,157,247,87,142,150,369,1,0,work release
509,157,247,87,142,150,369,1,0,work release
510,157,247,87,142,150,369,1,0,work release
511,157,247,87,142,150,369,1,0,work release
512,154,245,98,146,149,369,0,1,work release
513,154,245,98,146,149,369,0,1,work release
514,154,245,98,146,149,369,0,1,work release
515,154,245,98,146,149,369,0,1,work release
516,154,245,98,146,149,369,0,0,work release
517,154,245,98,146,149,369,0,0,work release
518,154,245,98,146,149,369,0,0,work release
519,154,245,98,146,149,369,1,1,work release
520,154,245,98,146,149,369,1,1,work release
521,154,245,98,146,149,369,1,1,work release
522,154,245,98,146,149,369,1,1,work release
523,154,245,98,146,149,369,1,1,work release
524,154,245,98,146,149,369,1,0,work release
525,154,245,98,146,149,369,1,0,work release
526,154,245,98,146,149,369,1,0,work release
527,154,245,98,146,149,369,1,0,work release
528,154,245,98,146,149,369,1,0,work release
529,154,245,98,146,149,369,1,0,work release
530,154,245,98,146,149,369,1,0,work release
531,153,243,117,166,148,364,0,1,jail
532,153,243,117,166,148,364,0,1,jail
533,153,243,117,166,148,364,1,1,jail
534,153,243,117,166,148,364,1,1,jail
535,153,243,117,166,148,364,1,1,jail
536,153,243,117,166,148,364,1,1,home detention
537,153,243,117,166,148,364,1,1,home detention
538,153,243,117,166,148,364,1,1,home detention
539,153,243,117,166,148,364,1,1,home detention
540,153,243,117,166,148,364,1,0,jail
541,159,245,117,166,150,365,0,1,jail
542,159,245,117,166,150,365,0,1,jail
543,159,245,117,166,150,365,0,1,home detention
544,159,245,117,166,150,365,0,0,jail
545,159,245,117,166,150,365,0,0,jail
546,159,245,117,166,150,365,0,0,jail
547,159,245,117,166,150,365,0,0,jail
548,159,245,117,166,150,365,0,0,jail
549,159,245,117,166,150,365,1,1,jail
550,159,245,117,166,150,365,1,1,jail
551,159,245,117,166,150,365,1,1,jail
552,159,245,117,166,150,365,1,1,home detention
553,159,245,117,166,150,365,1,0,jail
554,159,245,117,166,150,365,1,0,jail
555,159,245,117,166,150,365,1,0,jail
556,159,245,117,166,150,365,1,0,jail
557,159,245,117,166,150,365,1,0,jail
558,159,245,117,166,150,365,1,0,jail
559,159,245,117,166,150,365,1,0,home detention
560,159,245,117,166,150,365,1,0,home detention
561,167,259,117,164,154,369,0,1,jail
562,167,259,117,164,154,369,0,1,jail
563,167,259,117,164,154,369,0,1,jail
564,167,259,117,164,154,369,0,1,jail
565,167,259,117,164,154,369,0,0,jail
566,167,259,117,164,154,369,0,0,jail
567,167,259,117,164,154,369,1,1,jail
568,167,259,117,164,154,369,1,1,home detention
569,167,259,117,164,154,369,1,1,home detention
570,167,259,117,164,154,369,1,1,home detention
571,167,259,117,164,154,369,1,0,jail
572,167,259,117,164,154,369,1,0,home detention
573,172,266,110,163,156,369,0,1,home detention
574,172,266,110,163,156,369,0,0,jail
575,172,266,110,163,156,369,1,1,jail
576,172,266,110,163,156,369,1,1,home detention
577,172,266,110,163,156,369,1,1,home detention
578,172,266,110,163,156,369,1,1,home detention
579,172,266,110,163,156,369,1,1,home detention
580,172,266,110,163,156,369,1,1,home detention
581,172,266,110,163,156,369,1,0,jail
582,172,266,110,163,156,369,1,0,jail
583,175,267,102,161,154,375,0,1,jail
584,175,267,102,161,154,375,0,1,home detention
585,175,267,102,161,154,375,0,0,jail
586,175,267,102,161,154,375,1,1,home detention
587,175,267,102,161,154,375,1,1,home detention
588,175,267,102,161,154,375,1,1,home detention
589,175,267,102,161,154,375,1,0,jail
590,175,267,102,161,154,375,1,0,jail
591,173,268,102,161,154,378,0,1,jail
592,173,268,102,161,154,378,0,0,jail
593,173,268,102,161,154,378,1,1,jail
594,173,268,102,161,154,378,1,1,jail
595,173,268,102,161,154,378,1,1,jail
596,173,268,102,161,154,378,1,1,home detention
597,173,268,102,161,154,378,1,1,home detention
598,173,268,102,161,154,378,1,0,jail
599,173,268,102,161,154,378,1,0,jail
600,173,268,102,161,154,378,1,0,jail
601,173,268,102,161,154,378,1,0,home detention
602,177,275,93,161,156,377,0,1,home detention
603,177,275,93,161,156,377,0,1,home detention
604,177,275,93,161,156,377,1,1,jail
605,177,275,93,161,156,377,1,1,jail
606,177,275,93,161,156,377,1,1,home detention
607,177,275,93,161,156,377,1,1,home detention
608,177,275,93,161,156,377,1,0,jail
609,177,275,93,161,156,377,1,0,jail
610,177,275,93,161,156,377,1,0,jail
611,177,275,93,161,156,377,1,0,home detention
612,177,275,93,161,156,377,1,0,home detention
613,177,275,93,161,156,377,1,0,home detention
614,177,275,93,161,156,377,1,0,home detention
615,176,275,93,161,162,382,0,1,jail
616,176,275,93,161,162,382,0,1,jail
617,176,275,93,161,162,382,0,0,jail
618,176,275,93,161,162,382,0,0,jail
619,176,275,93,161,162,382,1,1,jail
620,176,275,93,161,162,382,1,1,jail
621,176,275,93,161,162,382,1,1,jail
622,176,275,93,161,162,382,1,1,home detention
623,176,275,93,161,162,382,1,0,jail
624,176,275,93,161,162,382,1,0,jail
625,176,275,93,161,162,382,1,0,jail
626,176,275,93,161,162,382,1,0,jail
627,176,275,93,161,162,382,1,0,jail
628,176,275,93,161,162,382,1,0,home detention
629,176,275,93,161,162,382,1,0,home detention
630,183,287,89,157,162,381,0,1,jail
631,183,287,89,157,162,381,0,1,jail
632,183,287,89,157,162,381,0,1,home detention
633,183,287,89,157,162,381,0,1,home detention
634,183,287,89,157,162,381,0,0,jail
635,183,287,89,157,162,381,1,0,jail
636,183,287,89,157,162,381,1,0,jail
637,183,287,89,157,162,381,1,0,jail
638,186,290,77,157,158,382,0,1,jail
639,186,290,77,157,158,382,0,1,jail
640,186,290,77,157,158,382,0,0,jail
641,186,290,77,157,158,382,0,0,jail
642,186,290,77,157,158,382,1,1,jail
643,186,290,77,157,158,382,1,1,jail
644,186,290,77,157,158,382,1,1,home detention
645,186,290,77,157,158,382,1,1,home detention
646,186,290,77,157,158,382,1,0,jail
647,186,290,77,157,158,382,1,0,jail
648,186,290,77,157,158,382,1,0,home detention
649,186,290,77,157,158,382,1,0,home detention
